N,P,K,temperature,humidity,ph,rainfall,label
38.7,51.7,34.5,30.8,78.2,6.18,1585.3,papaya
36.2,11.7,40.7,30.0,77.9,6.26,1495.7,papaya
59.7,40.2,34.4,28.4,76.4,6.16,1168.6,papaya
61.3,12.5,28.0,26.8,79.0,6.31,1270.7,papaya
70.4,10.9,16.3,26.0,77.3,6.33,1431.4,papaya
73.1,44.3,38.4,30.9,78.2,6.01,1380.4,papaya
91.5,20.6,35.8,24.5,74.9,6.23,1583.3,papaya
74.8,51.8,20.8,25.5,76.7,6.19,1399.4,papaya
68.4,19.4,29.6,29.8,77.3,5.98,1367.7,papaya
42.0,17.1,33.7,29.7,79.4,6.37,1214.9,papaya
56.3,50.2,34.6,29.9,76.5,6.13,1265.9,papaya
52.6,29.8,16.3,26.6,77.2,5.95,1641.1,papaya
38.6,43.5,39.8,26.0,75.7,6.29,1784.4,papaya
71.0,38.6,30.1,26.1,79.7,6.39,1363.0,papaya
52.2,24.1,21.7,26.1,78.9,5.83,1161.4,papaya
65.0,50.0,25.8,30.0,76.6,6.18,1497.3,papaya
71.4,40.0,33.1,30.3,78.8,6.24,1550.7,papaya
57.2,6.1,22.7,30.6,77.9,5.79,1336.3,papaya
63.4,19.1,17.2,24.6,76.3,5.95,1676.6,papaya
69.9,55.3,43.2,27.9,81.2,6.12,1242.9,papaya
61.4,46.1,32.0,30.0,78.0,6.11,1439.9,papaya
69.7,55.1,28.7,27.6,75.0,6.15,1940.3,papaya
72.2,44.1,27.3,30.0,79.4,6.15,1447.3,papaya
69.4,40.1,36.2,25.7,76.3,6.07,1309.1,papaya
64.8,28.7,35.7,31.4,80.3,5.68,1412.8,papaya
50.0,22.7,37.4,31.1,79.1,5.78,1640.9,papaya
69.4,32.4,42.3,30.4,78.3,5.95,1354.3,papaya
80.1,28.0,21.8,25.8,72.5,6.23,1366.3,papaya
68.3,32.0,30.3,30.7,79.7,6.09,1454.2,papaya
53.3,21.9,19.2,22.8,78.6,6.06,1817.4,papaya
79.9,19.5,19.6,29.3,78.9,5.94,1499.4,papaya
48.5,6.3,34.8,27.4,79.0,5.95,1754.7,papaya
65.6,43.7,32.3,28.0,80.2,6.45,1371.7,papaya
73.6,35.9,45.8,28.5,76.1,6.09,1256.7,papaya
68.7,41.0,32.2,30.9,77.1,6.14,1494.3,papaya
48.4,33.8,26.8,30.6,79.3,6.05,1495.7,papaya
64.7,12.4,29.6,26.0,76.4,5.96,1588.8,papaya
71.1,43.8,25.2,27.8,78.5,6.02,1322.7,papaya
54.8,70.9,36.1,32.3,76.9,6.37,1530.2,papaya
83.3,66.5,32.4,32.4,76.4,6.18,1692.2,papaya
74.3,22.0,33.2,25.7,76.6,6.0,1581.2,papaya
49.0,43.5,38.1,26.9,75.9,6.33,1452.6,papaya
71.4,53.3,36.5,28.0,78.3,6.33,1631.4,papaya
65.9,31.6,38.9,24.0,78.9,5.85,1325.5,papaya
62.1,36.7,13.4,26.4,78.4,6.15,1590.0,papaya
80.7,25.2,17.0,32.3,78.4,6.18,1621.9,papaya
35.4,26.3,48.1,24.4,77.7,6.1,1433.1,papaya
64.4,44.6,17.9,27.9,79.2,6.27,1444.5,papaya
75.6,51.5,25.7,29.4,79.3,6.02,1605.3,papaya
63.2,34.5,14.4,30.3,74.8,6.03,1361.8,papaya
50.1,40.2,27.8,29.5,75.5,6.07,1476.2,papaya
46.7,26.6,30.1,29.5,73.7,5.97,1460.8,papaya
69.3,36.7,37.7,30.7,75.5,6.13,1479.7,papaya
52.9,26.1,33.3,27.7,77.5,5.97,1497.9,papaya
72.3,32.4,26.4,32.0,79.1,6.19,1391.3,papaya
73.0,30.6,10.5,27.2,78.5,6.11,1459.2,papaya
38.3,16.8,53.6,28.4,78.0,6.15,1472.7,papaya
68.7,28.8,31.3,31.6,79.8,6.15,1685.9,papaya
71.5,45.0,30.5,29.3,73.3,6.4,1748.6,papaya
57.3,45.0,32.4,27.9,77.1,6.16,1274.5,papaya
79.1,31.4,25.9,25.8,77.8,5.85,1346.0,papaya
67.0,28.7,29.0,27.2,77.3,5.99,1455.4,papaya
44.8,24.9,20.1,30.6,74.9,6.26,1768.1,papaya
40.1,34.1,25.2,29.4,76.6,6.12,1312.4,papaya
56.1,18.6,19.5,27.7,78.3,6.13,1650.6,papaya
62.0,23.6,25.2,29.7,77.6,6.11,1537.4,papaya
88.0,23.5,19.9,29.4,77.8,6.12,1652.6,papaya
89.9,25.3,31.0,32.9,75.7,5.98,1393.8,papaya
40.3,59.1,38.1,27.3,78.8,6.37,1500.9,papaya
70.3,42.6,41.8,28.6,76.3,6.03,1391.0,papaya
53.1,22.0,22.2,28.0,75.5,6.21,1465.6,papaya
75.5,27.2,42.0,26.0,77.1,6.12,1618.7,papaya
88.5,26.6,39.4,25.7,80.1,5.75,1055.9,papaya
67.0,38.3,28.4,25.4,78.5,6.26,1510.4,papaya
46.7,45.0,27.5,28.1,76.4,6.2,1480.4,papaya
76.7,37.4,60.2,23.4,74.7,6.13,1715.8,papaya
66.7,32.3,28.6,28.1,80.9,5.97,1346.7,papaya
73.8,45.6,23.9,28.9,83.2,6.35,1470.0,papaya
43.1,26.4,24.3,26.0,78.7,5.76,1568.5,papaya
41.0,41.7,52.0,29.3,78.4,6.33,1447.5,papaya
77.1,33.2,36.0,27.6,79.1,6.09,1372.1,papaya
61.6,24.1,19.3,27.6,77.3,6.3,1525.1,papaya
56.2,17.8,29.5,29.1,78.3,5.95,1355.8,papaya
64.6,24.5,20.4,26.1,78.4,6.03,1469.4,papaya
55.3,59.3,40.7,27.2,78.0,6.31,1355.6,papaya
47.9,50.5,29.1,27.3,81.2,6.17,1481.7,papaya
57.8,46.6,17.5,29.0,78.2,6.12,1726.5,papaya
82.2,32.9,34.0,26.5,82.8,6.17,1682.9,papaya
55.8,33.5,19.9,23.0,79.2,6.0,1484.5,papaya
60.8,46.5,10.0,29.7,79.7,6.06,1167.2,papaya
71.0,18.4,29.3,25.6,75.6,5.9,1503.2,papaya
64.5,18.2,30.8,27.1,78.1,5.96,1429.2,papaya
65.3,26.4,37.6,28.2,77.5,6.04,1237.4,papaya
43.7,18.9,31.1,27.2,81.0,5.85,1602.7,papaya
77.3,49.7,42.5,28.9,79.2,6.23,1387.1,papaya
63.3,49.3,26.4,27.1,75.5,6.17,1383.1,papaya
84.2,39.7,30.9,31.5,76.7,6.1,1544.7,papaya
67.3,43.9,47.6,29.3,78.0,6.19,1589.7,papaya
56.3,16.9,31.2,26.9,77.0,5.97,1570.8,papaya
48.4,34.4,20.4,28.9,77.2,6.1,1553.8,papaya
34.1,43.0,18.7,26.0,79.6,6.29,1179.5,papaya
99.1,24.3,38.6,27.4,76.5,6.24,1469.1,papaya
66.7,26.1,31.0,29.6,76.0,5.81,1493.3,papaya
61.4,40.9,43.2,30.1,77.5,6.21,1581.6,papaya
58.4,54.4,24.9,28.6,79.2,6.23,1237.9,papaya
61.5,50.2,18.1,28.5,76.9,6.04,1715.8,papaya
77.3,26.0,27.3,30.9,80.0,5.84,1678.3,papaya
61.4,11.7,24.0,27.8,78.5,6.12,1456.0,papaya
53.3,39.8,18.3,28.9,78.9,6.05,1104.4,papaya
72.3,51.9,10.1,25.9,78.7,6.02,1621.9,papaya
61.1,44.8,36.0,30.2,79.4,6.25,1493.2,papaya
52.9,39.6,58.2,31.2,76.7,6.03,1565.2,papaya
64.0,40.3,30.3,29.5,79.7,6.04,1882.2,papaya
56.5,39.9,28.6,29.3,79.1,6.06,2100.0,papaya
50.7,31.7,26.6,27.6,76.7,5.82,1678.1,papaya
65.2,20.2,26.3,29.7,74.5,5.98,1262.1,papaya
71.7,55.2,32.2,28.1,80.1,6.36,1315.8,papaya
47.9,50.7,46.7,28.9,77.7,6.23,1576.5,papaya
64.9,34.6,34.6,27.9,79.8,6.18,1345.7,papaya
49.6,25.6,25.4,28.7,78.4,6.04,1538.0,papaya
60.1,28.3,27.8,27.9,79.2,5.69,1620.3,papaya
37.5,31.0,27.6,28.5,77.0,6.13,1526.3,papaya
85.4,19.5,26.9,27.4,78.7,5.98,1363.7,papaya
61.6,31.5,19.4,26.6,78.2,5.95,1325.9,papaya
40.2,43.6,36.7,25.1,74.9,6.17,1738.3,papaya
49.5,5.0,16.9,27.3,76.1,6.0,1256.3,papaya
49.7,46.1,41.5,26.9,76.0,6.16,1481.2,papaya
41.7,37.8,34.1,29.1,76.1,6.22,1604.7,papaya
43.4,26.4,39.5,28.1,75.6,6.21,1529.4,papaya
43.8,21.5,25.6,31.2,77.0,5.93,1547.9,papaya
51.7,27.0,31.0,23.5,74.2,5.89,1563.4,papaya
60.1,47.8,10.0,28.4,77.4,6.29,1317.3,papaya
47.8,42.3,40.4,28.7,78.4,6.17,1639.5,papaya
56.5,21.0,31.7,28.2,75.4,6.15,1790.6,papaya
60.2,40.8,40.3,28.2,74.4,6.13,1309.7,papaya
57.0,41.8,10.0,28.9,82.3,6.37,1380.8,papaya
68.4,9.8,10.0,30.0,78.2,5.9,1447.6,papaya
56.0,6.2,14.2,31.9,74.2,5.94,1146.5,papaya
59.6,29.2,26.9,25.6,80.8,6.18,1421.6,papaya
67.6,40.7,12.9,27.8,77.8,6.06,1554.4,papaya
57.7,41.1,26.5,25.7,79.6,6.23,1351.3,papaya
55.3,26.5,21.6,28.8,78.0,5.99,1603.7,papaya
65.5,47.9,22.2,29.1,77.5,6.26,1600.2,papaya
60.2,50.4,28.6,31.2,77.2,6.17,1595.3,papaya
92.3,39.3,14.4,27.7,78.9,6.16,1424.9,papaya
59.4,47.2,35.5,29.6,77.8,6.07,1523.1,papaya
63.5,39.9,10.0,26.9,80.2,6.28,1460.0,papaya
68.2,13.0,24.1,28.4,75.2,5.89,1398.6,papaya
79.3,28.4,29.9,28.9,77.4,6.0,1835.1,papaya
44.7,42.3,28.0,27.4,80.4,6.34,1682.0,papaya
88.4,29.9,10.0,26.2,76.0,6.3,1240.8,papaya
54.8,10.6,40.8,29.3,77.9,5.92,1831.9,papaya
53.6,34.4,16.5,29.3,78.4,5.89,1499.0,papaya
82.5,33.9,38.3,30.7,74.9,6.15,1454.1,papaya
37.2,25.6,28.3,29.9,79.3,6.19,1468.1,papaya
52.2,19.3,29.2,30.8,81.3,6.24,1456.1,papaya
77.4,28.0,42.0,29.0,78.3,6.01,1555.9,papaya
46.0,28.2,15.4,26.4,78.8,6.17,1521.5,papaya
66.9,46.9,37.2,25.7,79.9,6.37,1264.0,papaya
60.9,41.0,28.3,28.0,77.2,5.84,1404.3,papaya
47.2,36.4,25.3,27.6,76.4,5.93,1598.4,papaya
67.8,30.7,18.2,25.5,78.0,5.99,1614.6,papaya
49.7,27.1,37.5,30.6,74.4,5.86,1448.6,papaya
63.5,34.4,26.2,28.0,79.8,6.29,1216.5,papaya
49.4,60.3,43.8,24.4,74.9,6.14,1430.5,papaya
71.7,39.2,10.0,26.2,78.1,6.15,1398.8,papaya
74.8,46.0,27.8,27.6,77.8,6.24,1440.1,papaya
59.4,17.4,27.9,28.9,79.7,6.04,1386.7,papaya
44.6,29.5,15.2,30.8,76.6,6.33,1490.9,papaya
60.5,54.4,26.0,31.3,77.2,6.03,1194.6,papaya
61.0,55.3,32.6,27.7,78.4,6.09,1274.0,papaya
50.9,27.5,13.3,25.5,82.0,6.24,1377.2,papaya
71.6,27.9,62.0,29.9,76.4,6.13,1455.1,papaya
85.1,52.7,12.4,25.9,76.8,6.1,1563.1,papaya
38.2,28.6,36.0,28.3,76.2,5.89,1331.0,papaya
24.0,34.4,38.1,27.9,78.4,5.97,1427.1,papaya
77.1,24.5,19.3,28.6,78.7,6.16,1631.0,papaya
87.2,31.2,40.9,30.1,78.3,6.16,1533.2,papaya
44.7,32.5,57.4,26.5,74.9,6.23,1376.4,papaya
88.5,36.5,37.0,24.6,78.4,6.12,1498.4,papaya
64.4,48.9,22.2,26.1,76.4,6.24,1682.1,papaya
63.8,29.6,10.5,26.1,78.3,6.0,1379.8,papaya
54.1,59.6,34.1,27.9,79.1,6.4,1397.1,papaya
31.3,42.6,43.8,27.4,77.4,6.24,1506.3,papaya
60.9,47.0,27.4,30.0,78.2,6.05,1503.7,papaya
72.6,30.8,18.9,25.5,78.5,6.12,1240.5,papaya
48.3,49.8,32.0,30.3,76.7,6.08,1550.9,papaya
41.1,37.3,45.7,28.8,76.4,6.34,1617.7,papaya
50.5,35.0,37.2,28.5,77.5,6.27,1455.0,papaya
61.2,22.1,28.8,27.8,77.4,5.96,1322.5,papaya
50.7,34.8,26.3,27.2,78.0,6.08,1634.2,papaya
58.3,50.2,40.0,27.8,75.9,6.08,1613.1,papaya
84.1,33.7,35.7,29.5,78.6,6.11,1676.5,papaya
82.7,54.2,32.0,27.2,79.7,6.1,1338.4,papaya
79.2,32.2,35.1,28.7,77.6,5.79,1905.8,papaya
76.1,56.4,20.8,28.5,78.0,6.11,1500.2,papaya
61.2,53.1,22.2,29.4,80.1,6.03,1279.2,papaya
28.0,48.5,18.9,28.9,77.7,6.14,1307.5,papaya
60.8,24.1,44.6,27.7,75.1,6.15,1457.3,papaya
57.9,29.3,21.4,34.2,76.2,5.99,1433.2,papaya
37.0,45.7,40.3,30.1,78.1,6.08,1487.1,papaya
57.3,48.4,16.5,31.8,73.9,6.1,1496.8,papaya
47.8,52.0,45.3,27.0,76.8,6.07,1348.7,papaya
45.9,32.3,42.2,23.4,81.7,6.12,1531.8,papaya
77.8,68.3,34.5,27.3,77.2,6.02,1663.6,papaya
41.3,47.4,20.2,30.3,76.8,6.1,1753.7,papaya
84.0,63.0,36.0,30.8,78.1,6.07,1393.1,papaya
68.0,29.8,26.3,27.5,79.9,5.87,1692.5,papaya
70.6,27.4,16.4,27.9,78.4,5.97,1315.4,papaya
59.6,32.3,28.4,27.3,75.7,5.99,1735.5,papaya
71.9,30.1,42.4,25.4,82.1,6.06,1691.1,papaya
61.1,14.9,29.2,31.3,79.1,6.27,1629.3,papaya
39.5,48.3,30.0,27.1,78.2,6.15,1438.4,papaya
71.3,48.4,32.6,30.5,78.2,6.04,1552.7,papaya
44.1,20.8,45.4,29.4,77.6,5.97,1570.8,papaya
73.3,44.1,34.8,31.0,74.2,6.19,1651.0,papaya
57.6,9.4,26.2,29.7,77.8,5.97,1572.5,papaya
93.1,34.4,25.6,30.2,75.9,5.9,1315.5,papaya
71.0,49.7,16.6,33.9,79.4,6.09,1706.6,papaya
80.1,25.5,21.6,29.2,77.5,6.23,1486.5,papaya
64.8,8.0,30.8,28.1,76.6,5.96,1665.6,papaya
48.9,24.6,26.2,33.5,76.0,6.12,1575.9,papaya
54.6,44.3,22.7,26.8,81.1,6.08,1730.4,papaya
64.8,28.4,20.6,28.1,76.1,5.93,1510.2,papaya
70.4,22.8,27.8,29.5,76.6,5.83,1459.7,papaya
85.1,43.7,27.3,29.8,76.6,6.13,1727.7,papaya
69.2,45.9,10.0,32.4,78.1,6.03,1283.7,papaya
56.3,31.4,28.8,30.7,80.3,5.95,1555.5,papaya
71.4,40.5,20.0,28.4,77.1,6.31,1064.2,papaya
56.2,54.7,39.5,28.1,79.2,6.2,1213.8,papaya
53.5,32.7,20.5,30.3,81.2,6.04,1739.9,papaya
53.0,23.2,26.1,25.3,77.2,5.93,1425.0,papaya
41.2,25.1,22.2,27.4,78.2,6.0,1434.9,papaya
69.1,18.4,11.5,29.2,78.2,6.1,1257.7,papaya
62.9,28.3,32.1,28.3,76.5,6.32,1310.2,papaya
33.8,71.4,24.2,28.3,82.2,6.22,1507.7,papaya
53.4,20.9,41.7,28.7,77.3,5.97,1251.9,papaya
61.4,53.5,41.9,28.8,77.1,6.12,1803.6,papaya
35.5,41.0,35.1,27.2,76.9,6.02,1375.2,papaya
65.1,34.5,35.5,29.1,78.3,6.36,1471.7,papaya
63.6,66.5,34.6,31.1,79.4,6.03,1604.4,papaya
71.1,33.9,20.9,26.6,80.9,6.1,1415.1,papaya
68.1,37.7,22.2,26.2,81.4,6.15,1565.1,papaya
61.9,61.0,43.5,27.1,76.9,6.0,1323.5,papaya
64.7,12.5,31.8,28.1,78.5,5.79,1376.6,papaya
63.1,40.3,35.0,30.8,79.9,6.07,1631.6,papaya
47.7,54.3,29.9,25.6,77.7,6.15,1486.2,papaya
84.6,48.4,45.8,29.4,76.1,6.06,1306.5,papaya
38.0,23.2,23.6,26.5,78.8,6.25,1831.8,papaya
77.8,28.8,18.5,29.5,77.7,5.96,1629.9,papaya
64.8,35.3,34.9,24.8,75.9,6.11,1413.8,papaya
44.8,43.5,54.6,28.5,76.7,6.11,1297.0,papaya
65.5,40.8,41.3,31.8,80.3,6.18,1616.6,papaya
58.6,43.4,23.8,30.1,76.3,6.38,1299.4,papaya
56.5,35.2,17.9,31.1,77.4,6.18,1582.9,papaya
60.8,61.3,36.4,29.7,78.3,6.01,1702.2,papaya
60.0,48.4,32.7,24.5,74.2,6.31,1424.7,papaya
73.1,32.6,32.4,27.1,75.4,5.85,1743.7,papaya
38.4,57.1,29.9,30.5,76.1,6.05,1343.5,papaya
45.9,42.8,27.2,26.2,76.4,6.14,1237.7,papaya
49.5,68.7,18.4,29.9,74.5,6.24,1265.4,papaya
57.3,52.1,23.8,31.1,76.4,6.19,1746.6,papaya
57.8,55.1,24.7,29.4,81.5,6.24,1400.2,papaya
46.2,53.0,22.3,29.1,78.4,6.16,1502.0,papaya
41.3,57.6,34.5,29.9,80.5,6.31,1672.1,papaya
43.1,8.5,29.5,26.3,73.7,5.78,1294.9,papaya
34.9,30.4,27.1,26.9,80.3,6.06,1623.3,papaya
77.4,24.6,27.6,32.6,79.2,6.32,1191.4,papaya
56.7,23.4,19.1,26.5,78.9,6.09,1294.8,papaya
83.6,29.3,21.6,26.6,81.5,5.87,1443.3,papaya
60.6,27.6,28.1,30.6,74.3,5.92,1144.0,papaya
23.2,48.9,23.4,29.0,83.0,6.07,1334.1,papaya
69.7,32.9,44.1,26.5,78.8,6.1,1543.6,papaya
46.4,23.6,12.2,29.5,78.8,6.1,1293.2,papaya
96.9,51.3,34.8,31.7,77.2,6.36,1571.9,papaya
53.9,21.6,23.5,29.2,77.7,5.8,1687.2,papaya
61.9,40.9,25.5,29.7,73.6,6.12,1075.1,papaya
59.8,26.2,13.4,29.2,78.9,5.66,1433.7,papaya
68.7,27.8,39.0,23.7,75.2,5.97,1487.9,papaya
33.0,21.1,12.5,33.5,80.4,6.01,1581.6,papaya
59.2,22.7,18.4,30.1,76.2,5.75,1894.0,papaya
60.5,35.5,29.8,30.3,77.9,6.17,1391.0,papaya
46.0,22.8,23.6,26.7,78.4,5.9,1527.3,papaya
63.6,33.1,17.0,26.2,78.5,5.73,1503.8,papaya
60.3,20.9,22.8,31.2,75.5,5.92,1599.9,papaya
61.5,48.7,28.1,33.0,76.3,6.15,1669.3,papaya
71.6,39.6,27.4,31.6,77.4,6.17,1773.6,papaya
87.5,25.9,25.3,29.7,80.4,6.15,1533.2,papaya
78.4,24.9,28.1,27.2,76.9,5.85,1458.9,papaya
65.2,26.0,32.6,28.3,76.8,5.86,1497.6,papaya
72.4,31.3,53.4,26.3,72.2,6.43,1557.1,papaya
72.7,27.0,44.3,28.0,74.3,5.92,1224.7,papaya
44.9,48.6,16.4,31.4,76.3,6.08,1763.5,papaya
54.5,15.3,20.2,29.7,78.2,5.82,1335.0,papaya
70.4,19.6,27.4,28.4,75.1,5.99,1201.6,papaya
70.3,64.4,37.9,26.7,78.6,6.21,1384.6,papaya
71.4,54.6,25.0,29.9,76.8,6.16,1317.0,papaya
84.6,31.8,25.3,30.7,78.8,5.82,1461.3,papaya
46.4,46.4,26.4,29.9,80.5,6.05,1626.9,papaya
63.1,40.8,17.9,32.0,78.0,6.02,1450.3,papaya
49.7,50.4,29.0,28.9,79.3,6.3,1255.3,papaya
81.1,36.1,29.6,29.8,76.6,5.91,1543.6,papaya
70.1,25.2,26.9,27.3,77.0,5.91,1555.7,papaya
65.4,49.2,10.0,27.2,77.5,6.18,1515.4,papaya
49.0,45.0,20.8,28.9,78.5,6.3,1640.1,papaya
48.7,24.2,46.0,32.9,76.9,6.2,1422.5,papaya
36.9,21.9,18.1,31.1,76.8,6.23,1580.2,papaya
53.4,47.7,28.6,27.7,76.4,6.04,1567.3,papaya
32.5,36.2,28.3,27.7,76.6,6.05,1250.6,papaya
56.5,30.8,21.4,26.7,79.6,6.42,1526.4,papaya
72.3,14.1,40.7,29.5,80.0,5.96,1189.9,papaya
64.7,19.1,33.0,29.5,77.6,6.06,1482.9,papaya
51.8,50.7,32.3,28.9,77.3,6.24,1312.1,papaya
53.0,50.2,30.9,29.5,79.9,6.07,1369.8,papaya
59.0,29.8,28.2,28.1,77.8,6.17,1683.1,papaya
57.5,34.9,39.9,26.1,76.0,6.29,1667.8,papaya
54.4,47.2,26.1,32.3,78.5,6.15,1565.6,papaya
45.3,44.2,30.9,29.4,79.7,6.0,1260.6,papaya
62.1,50.1,35.4,27.7,75.7,6.19,1404.0,papaya
64.6,35.6,39.5,28.7,80.5,5.99,1392.0,papaya
42.3,44.9,29.0,29.7,80.9,6.06,1374.0,papaya
35.7,51.6,29.9,27.3,79.9,6.26,1295.1,papaya
56.6,12.6,28.7,25.9,78.6,5.9,1448.4,papaya
52.3,59.7,30.5,27.7,78.2,6.02,1671.1,papaya
76.2,29.8,31.8,27.1,80.2,6.16,1488.6,papaya
57.5,58.4,27.2,27.3,79.4,6.22,1744.3,papaya
37.5,54.2,15.4,30.5,79.4,6.15,1797.2,papaya
33.6,39.4,26.6,27.4,77.4,6.27,1530.2,papaya
89.5,27.9,41.5,27.9,77.4,6.03,1990.4,papaya
69.6,43.7,32.0,29.3,76.4,6.11,1631.6,papaya
66.9,29.6,33.6,32.5,78.0,6.36,1060.6,papaya
77.5,45.2,46.2,33.1,76.3,6.12,1258.8,papaya
68.9,45.1,35.8,28.7,77.4,6.03,1546.0,papaya
31.2,22.0,44.0,31.1,77.3,6.22,1476.0,papaya
51.5,48.0,21.8,26.4,78.1,6.26,1518.0,papaya
57.5,27.2,39.9,27.2,76.8,5.99,1422.3,papaya
68.2,34.4,43.5,26.0,75.7,6.11,1297.2,papaya
67.9,23.9,54.4,29.4,79.3,6.25,1561.3,papaya
57.1,52.9,36.1,26.8,73.4,6.03,1756.5,papaya
52.8,39.2,19.1,29.9,81.0,6.25,1831.8,papaya
64.0,37.5,26.5,30.3,76.9,6.06,1370.4,papaya
59.9,39.5,10.0,28.4,79.7,6.12,1625.1,papaya
46.6,26.0,31.3,29.3,78.1,6.36,1157.0,papaya
36.3,53.6,23.5,25.6,80.4,6.1,1341.7,papaya
64.8,50.4,29.6,31.4,79.4,6.4,1357.3,papaya
22.9,35.5,20.9,30.0,74.8,5.91,1743.1,papaya
63.6,28.0,38.7,30.3,81.3,6.0,1852.7,papaya
57.0,47.5,33.8,25.8,78.3,6.52,1820.7,papaya
55.3,34.3,22.8,27.3,77.6,5.83,1349.3,papaya
22.3,34.6,47.2,26.3,76.6,6.0,1384.0,papaya
40.9,33.2,40.8,25.8,78.7,6.31,1422.4,papaya
65.8,33.1,21.3,31.1,76.3,6.13,1181.2,papaya
64.8,26.2,27.8,27.9,74.3,5.86,1569.7,papaya
50.1,36.2,30.9,29.7,77.2,6.07,1591.1,papaya
56.1,58.1,27.3,29.1,77.0,6.16,1146.3,papaya
55.5,21.0,16.5,28.5,76.9,6.45,1611.4,papaya
72.3,43.4,37.1,28.0,76.1,6.29,1548.5,papaya
93.8,20.9,10.0,31.0,77.6,5.92,1412.5,papaya
72.6,38.6,34.4,27.6,78.8,6.2,1424.2,papaya
48.4,39.1,27.5,23.7,80.6,6.35,1447.9,papaya
35.9,32.3,13.4,25.3,76.6,5.93,1524.3,papaya
35.9,48.6,36.7,29.7,76.5,6.18,1647.1,papaya
64.8,27.3,35.0,28.8,77.6,5.92,1572.9,papaya
71.9,21.3,30.2,28.4,78.7,5.61,1470.6,papaya
44.1,27.4,28.4,26.3,79.2,6.12,1672.1,papaya
50.6,43.3,28.5,25.4,77.7,6.04,1638.3,papaya
74.9,34.7,21.2,28.9,75.4,6.39,1299.0,papaya
89.9,65.5,50.3,26.7,76.5,6.17,1400.8,papaya
62.9,48.3,34.5,26.6,78.1,6.09,1656.3,papaya
52.0,5.0,39.1,29.1,77.6,5.99,1569.2,papaya
66.7,50.3,26.7,26.5,77.6,6.17,1491.1,papaya
65.5,27.0,34.3,25.8,76.4,6.19,1499.5,papaya
78.6,19.5,20.2,26.4,77.2,5.82,1432.3,papaya
38.4,50.4,16.4,28.1,82.2,6.19,1344.3,papaya
57.7,16.1,10.0,29.0,77.0,5.93,1714.6,papaya
59.7,31.3,34.0,30.6,75.6,6.2,1579.0,papaya
75.7,38.4,43.5,27.7,81.2,6.36,1206.9,papaya
42.9,25.4,25.3,27.3,75.8,6.3,1280.3,papaya
62.7,42.2,29.2,26.0,80.3,6.4,1538.6,papaya
46.6,57.4,36.0,28.4,75.3,6.4,1406.7,papaya
42.0,22.7,16.1,29.2,77.3,6.13,1756.2,papaya
45.7,53.6,20.8,31.1,76.4,6.3,1343.8,papaya
63.1,47.1,31.4,32.1,75.1,5.88,1396.0,papaya
43.9,38.1,32.0,30.2,80.1,6.21,1306.7,papaya
60.4,55.6,22.5,24.5,75.9,6.14,1494.2,papaya
69.6,55.2,32.1,28.4,78.4,6.02,1568.4,papaya
79.3,34.5,29.9,30.1,75.7,6.39,1432.8,papaya
77.8,38.2,15.9,26.7,77.8,6.23,1688.7,papaya
39.5,43.6,36.0,28.1,75.6,6.05,1581.4,papaya
50.9,42.5,25.7,29.2,78.5,6.19,1516.1,papaya
77.9,39.3,32.8,25.4,76.9,6.15,1658.4,papaya
57.5,15.1,21.5,28.3,78.0,5.97,1096.4,papaya
66.1,43.2,40.2,25.9,77.1,6.13,1372.9,papaya
35.5,52.8,46.8,25.6,73.8,6.0,1534.8,papaya
66.4,11.6,39.4,28.4,76.9,5.98,1392.9,papaya
67.2,53.0,42.8,25.0,75.3,6.01,1064.1,papaya
19.7,27.9,27.2,27.5,79.6,6.26,1650.7,papaya
52.2,29.6,37.6,32.5,76.6,6.02,1574.1,papaya
49.6,42.9,46.6,30.1,74.3,6.03,1314.1,papaya
50.2,16.0,37.9,26.7,78.8,5.83,1619.0,papaya
48.6,33.9,21.7,27.7,76.8,6.15,1479.3,papaya
69.9,10.3,28.6,26.6,78.0,5.87,1443.1,papaya
57.1,40.3,43.3,30.8,78.6,5.86,1730.7,papaya
40.9,16.0,21.6,28.3,77.2,6.19,1710.7,papaya
42.9,12.1,20.8,28.9,76.6,5.82,1326.0,papaya
77.2,27.7,19.8,23.8,77.6,6.14,1418.4,papaya
83.8,38.6,25.1,26.6,78.0,6.03,1581.6,papaya
66.3,30.6,43.0,27.6,76.2,5.63,1474.7,papaya
74.7,33.4,13.3,28.4,78.4,5.86,1146.9,papaya
47.8,9.9,42.4,30.1,75.2,6.15,1468.8,papaya
73.5,50.6,25.4,29.3,80.6,6.14,1619.1,papaya
40.9,46.3,45.0,27.7,79.5,6.05,1502.0,papaya
55.4,46.4,26.6,29.1,81.3,6.19,1308.7,papaya
58.7,47.1,31.5,24.1,79.3,6.3,1625.5,papaya
60.5,50.2,47.6,32.0,77.1,6.03,1461.6,papaya
41.7,70.3,31.7,28.0,73.7,6.06,1430.9,papaya
64.4,53.8,32.6,25.3,78.4,6.27,1468.0,papaya
60.4,13.0,14.6,27.4,75.2,6.09,1274.3,papaya
40.5,33.8,32.9,29.1,77.1,6.07,1390.0,papaya
60.1,30.5,41.2,29.4,80.5,6.34,1540.5,papaya
51.0,58.8,47.3,26.5,76.7,6.26,1364.8,papaya
76.2,24.4,22.3,24.7,79.3,6.07,1339.0,papaya
81.6,45.8,25.9,30.8,75.5,6.04,1390.3,papaya
